"2181";"DEST";"Delaware State";"Hornets";NULL;NULL;"0";NULL;NULL;"DelawareState.gif";"MEAC";;NULL;"ACTIVE"
"62";"FAAM";"Florida A&M";"Rattlers";NULL;NULL;"0";NULL;NULL;"FloridaA&M.gif";"MEAC";;NULL;"ACTIVE"
"2273";"HAMP";"Hampton";"Pirates";NULL;NULL;"0";NULL;NULL;"Hampton.gif";"MEAC";;NULL;"ACTIVE"
"59";"HOW";"Howard";"Bison";NULL;NULL;"0";NULL;NULL;"Howard.gif";"MEAC";;NULL;"ACTIVE"
"2427";"MOST";"Morgan State";"Bears";NULL;NULL;"0";NULL;NULL;"MorganState.gif";"MEAC";;NULL;"ACTIVE"
"2462";"NOST";"Norfolk State";"Spartans";NULL;NULL;"0";NULL;NULL;"NorfolkState.gif";"MEAC";;NULL;"ACTIVE"
"2460";"NCAT";"North Carolina A&T";"Aggies";NULL;NULL;"0";NULL;NULL;"NorthCarolinaA&T.gif";"MEAC";;NULL;"ACTIVE"
"2581";"SCST";"South Carolina State";"Bulldogs";NULL;NULL;"0";NULL;NULL;"SouthCarolinaState.gif";"MEAC";;NULL;"ACTIVE"
"2299";"ILST";"Illinois State";"Redbirds";NULL;NULL;"0";NULL;NULL;"IllinoisState.gif";"Missouri Valley";;NULL;"ACTIVE"
"294";"INST";"Indiana State";"Sycamores";NULL;NULL;"0";NULL;NULL;"IndianaState.gif";"Missouri Valley";;NULL;"ACTIVE"
"2635";"MZST";"Missouri State";"Bears";NULL;NULL;"0";NULL;NULL;"MissouriState.gif";"Missouri Valley";;NULL;"ACTIVE"
"2461";"NDST";"North Dakota State";"Bison";NULL;NULL;"0";NULL;NULL;"NorthDakotaState.gif";"Missouri Valley";;NULL;"ACTIVE"
"2472";"NIA";"Northern Iowa";"Panthers";NULL;NULL;"0";NULL;NULL;"NorthernIowa.gif";"Missouri Valley";;NULL;"ACTIVE"
"2583";"SDST";"South Dakota State";"Jackrabbits";NULL;NULL;"0";NULL;NULL;"SouthDakotaState.gif";"Missouri Valley";;NULL;"ACTIVE"
"91";"SILL";"Southern Illinois";"Salukis";NULL;NULL;"0";NULL;NULL;"SouthernIllinois.gif";"Missouri Valley";;NULL;"ACTIVE"
"2722";"WILL";"Western Illinois";"Leathernecks";NULL;NULL;"0";NULL;NULL;"WesternIllinois.gif";"Missouri Valley";;NULL;"ACTIVE"
"2766";"YOST";"Youngstown State";"Penguins";NULL;NULL;"0";NULL;NULL;"YoungstownState.gif";"Missouri Valley";;NULL;"ACTIVE"
"411";"ALB";"Albany";"Great Danes";NULL;NULL;"0";NULL;NULL;"Albany.gif";"Northeast";;NULL;"ACTIVE"
"2815";"BRY";"Bryant University";"Bulldogs";NULL;NULL;"0";NULL;NULL;"BryantUniversity.gif";"Northeast";;NULL;"ACTIVE"
