"2227";"1";"10";"V11";"1st & 10 at SCST11: Smith, O. rush for 1 yard to the SCST10, fumble by Smith, O. recovered by GT Smith, O. at SCST10, Smith, O. for 6 yards to the SCST4 (RICHARD,Donovan), PENALTY SCST offside 5 yards to the SCST6, NO PLAY.";"2";"95";"73";"5,8,73";"H";"E";"ACTIVE";
"2228";"1";"5";"V06";"1st & 5 at SCST06: Lyons, P. rush for 4 yards to the SCST2 (COUNCIL,Joe;MCFADDEN, Marsh).";"2";"95";"74";"5,9,74";"H";"R";"ACTIVE";
"2229";"2";"1";"V02";"2nd & 1 at SCST02: Nesbitt, J. rush for no gain to the SCST2.";"2";"95";"75";"5,10,75";"H";"R";"ACTIVE";
"2230";"3";"1";"V02";"3rd & 1 at SCST02: Nesbitt, J. rush for 1 yard to the SCST1, 1ST DOWN GT (MCFADDEN, Marsh).";"2";"95";"76";"5,11,76";"H";"R";"ACTIVE";
"2231";"1";"0";"V01";"1st & GOAL at SCST01: Lyons, P. rush for no gain to the SCST1 (RICHARD,Donovan), PENALTY SCST personal foul (ERBY, David) 0 yards to the SCST1, 1ST DOWN GT, NO PLAY.";"2";"95";"77";"5,12,77";"H";"E";"ACTIVE";
"2232";"1";"0";"V01";"1st & GOAL at SCST01: Jones, R. rush for 1 yard to the SCST0, TOUCHDOWN, clock 04:46.";"2";"95";"78";"5,13,78";"H";"R";"ACTIVE";
"2233";"1";"0";"V03";"1st & GOAL at SCST03: Blair, S. kickoff -2 yards to the SCST5, JORDON,Asheton return 14 yards to the SCST19 (Attaochu, J.;Holton, F.), PENALTY SCST illegal block (CLARK,DeWain) 9 yards to the SCST10, 1st and 10, SCST ball on SCST10.";"2";"95";"79";"5,14,79";"H";"K";"INACTIVE";"04:46"
"2234";"1";"0";"V03";"1st & GOAL at SCST03: Blair, S. kick attempt good.";"2";"95";"79";"5,14,79";"H";"X";"ACTIVE";
"2235";"1";"0";"H30";"1st & GOAL at GT30: Blair, S. kickoff 65 yards to the SCST5, JORDON,Asheton return 14 yards to the SCST19 (Attaochu, J.;Holton, F.), PENALTY SCST illegal block (CLARK,DeWain) 9 yards to the SCST10, 1st and 10, SCST ball on SCST10.";"2";"95";"80";"5,15,80";"H";"K";"ACTIVE";
"2236";"1";"10";"V10";"1st & 10 at SCST10: SOUTH CAROLINA STATE drive start at 04:37.";"2";"95";"81";"6,1,81";"V";;"ACTIVE";
"2237";"1";"10";"V10";"1st & 10 at SCST10: MASSEY,Chris rush for 9 yards to the SCST19 (Walls, L.;Sylvester, S.).";"2";"95";"82";"6,2,82";"V";"R";"ACTIVE";
"2238";"2";"1";"V19";"2nd & 1 at SCST19: MASSEY,Chris rush for no gain to the SCST19 (Walls, L.;Johnson, I.).";"2";"95";"83";"6,3,83";"V";"R";"ACTIVE";
"2239";"3";"1";"V19";"3rd & 1 at SCST19: LONG, Malcolm pass incomplete to CLARK,DeWain.";"2";"95";"84";"6,4,84";"V";"P";"ACTIVE";
"2240";"4";"1";"V19";"4th & 1 at SCST19: ERICKSON,Blake punt 36 yards to the GT45, PENALTY SCST kick catching interference (MOODY, Semaj) 15 yards to the SCST40, 1st and 10, GT ball on SCST40.";"2";"95";"85";"6,5,85";"V";"U";"ACTIVE";
"2241";"1";"10";"V40";"1st & 10 at SCST40: GEORGIA TECH drive start at 03:04.";"2";"95";"86";"7,1,86";"H";;"ACTIVE";
"2242";"1";"10";"V40";"1st & 10 at SCST40: Timeout South Carolina State, clock 03:04.";"2";"95";"87";"7,2,87";"H";"#";"ACTIVE";
"2243";"1";"10";"V40";"1st & 10 at SCST40: Nesbitt, J. pass incomplete to Hill, S., PENALTY SCST pass interference (HARRIS, Mason) 15 yards to the SCST25, 1ST DOWN GT, NO PLAY.";"2";"95";"88";"7,3,88";"H";"E";"ACTIVE";
"2244";"1";"10";"V25";"1st & 10 at SCST25: PENALTY GT false start (Peeples, E.) 5 yards to the SCST30.";"2";"95";"89";"7,4,89";"H";"E";"ACTIVE";
"2245";"1";"15";"V30";"1st & 15 at SCST30: Peeples, E. rush for loss of 3 yards to the SCST33, fumble by Peeples, E. recovered by SCST ERBY, David at SCST33, ERBY, David for 12 yards to the SCST45 (Uzzi, O.;Bedford, S.).";"2";"95";"90";"7,5,90";"H";"R";"ACTIVE";
"2246";"1";"10";"V45";"1st & 10 at SCST45: SOUTH CAROLINA STATE drive start at 02:44, SCST ball on SCST45.";"2";"95";"91";"8,1,91";"V";;"ACTIVE";
"2247";"1";"10";"V45";"1st & 10 at SCST45: MASSEY,Chris rush for 2 yards to the SCST47 (Cross, I.).";"2";"95";"92";"8,2,92";"V";"R";"ACTIVE";
"2248";"2";"8";"V47";"2nd & 8 at SCST47: MASSEY,Chris rush for 3 yards to the 50 yardline, out-of-bounds (Taylor, C.).";"2";"95";"93";"8,3,93";"V";"R";"ACTIVE";
"2249";"3";"5";"V50";"3rd & 5 at SCST50: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"2";"95";"94";"8,4,94";"V";"P";"ACTIVE";
"2250";"4";"5";"V50";"4th & 5 at SCST50: ERICKSON,Blake punt 16 yards to the GT34, out-of-bounds.";"2";"95";"95";"8,5,95";"V";"U";"ACTIVE";
"2251";"1";"10";"H34";"1st & 10 at GT34: GEORGIA TECH drive start at 01:37.";"2";"95";"96";"9,1,96";"H";;"ACTIVE";
"2252";"1";"10";"H34";"1st & 10 at GT34: Nesbitt, J. rush for 28 yards to the SCST38, 1ST DOWN GT (MOODY, Semaj).";"2";"95";"97";"9,2,97";"H";"R";"ACTIVE";
"2253";"1";"10";"V38";"1st & 10 at SCST38: Nesbitt, J. pass intercepted by MOODY, Semaj at the SCST26, MOODY, Semaj return 0 yards to the SCST26 (Melton, T.).";"2";"95";"98";"9,3,98";"H";"P";"ACTIVE";
"2254";"1";"10";"V26";"1st & 10 at SCST26: SOUTH CAROLINA STATE drive start at 01:19.";"2";"95";"99";"10,1,99";"V";;"ACTIVE";
"2255";"1";"10";"V26";"1st & 10 at SCST26: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"2";"95";"100";"10,2,100";"V";"P";"ACTIVE";
"2256";"2";"10";"V26";"2nd & 10 at SCST26: MASSEY,Chris rush for 2 yards to the SCST28 (Cross, I.;Egbuniwe, A.).";"2";"95";"101";"10,3,101";"V";"R";"ACTIVE";
"2257";"3";"8";"V28";"3rd & 8 at SCST28: Timeout Georgia Tech, clock 01:04.";"2";"95";"102";"10,4,102";"V";"#";"ACTIVE";
"2258";"3";"8";"V28";"3rd & 8 at SCST28: MASSEY,Chris rush for 15 yards to the SCST43, 1ST DOWN SCST (Butler, M.).";"2";"95";"103";"10,5,103";"V";"R";"ACTIVE";
"2259";"1";"10";"V43";"1st & 10 at SCST43: LONG, Malcolm pass incomplete to MCDONALD, Tyler.";"2";"95";"104";"10,6,104";"V";"P";"ACTIVE";
"2260";"2";"10";"V43";"2nd & 10 at SCST43: JORDON,Asheton rush for 3 yards to the SCST46 (Peters, J.).";"2";"95";"105";"10,7,105";"V";"R";"ACTIVE";
"2261";"3";"7";"V46";"3rd & 7 at SCST46: End of half, clock 00:00.";"2";"95";"106";"10,8,106";"V";"#";"ACTIVE";
"2262";"3";"7";"V46";"3rd & 7 at SCST46: Start of 3rd quarter, clock 15:00, GT ball on GT30.";"3";"95";"107";"10,9,107";"V";"#";"ACTIVE";
"2263";"3";"7";"H30";"3rd & 7 at GT30: Blair, S. kickoff 54 yards to the SCST16, ELMORE,Lennel return 20 yards to the SCST36 (Young, L.;Johnson, I.).";"3";"95";"109";"10,10,109";"H";"K";"ACTIVE";
"2264";"1";"10";"V36";"1st & 10 at SCST36: SOUTH CAROLINA STATE drive start at 14:52.";"3";"95";"110";"11,1,110";"V";;"ACTIVE";
"2265";"1";"10";"V36";"1st & 10 at SCST36: JORDON,Asheton rush for 3 yards to the SCST39 (Barnes, A.).";"3";"95";"111";"11,2,111";"V";"R";"ACTIVE";
"2266";"2";"7";"V39";"2nd & 7 at SCST39: LONG, Malcolm pass complete to MASSEY,Chris for 8 yards to the SCST47, 1ST DOWN SCST (Butler, M.;Edwards, M.).";"3";"95";"112";"11,3,112";"V";"P";"ACTIVE";
"2267";"1";"10";"V47";"1st & 10 at SCST47: LONG, Malcolm pass complete to CHRISTIE, Richa for 12 yards to the GT41, 1ST DOWN SCST, out-of-bounds.";"3";"95";"113";"11,4,113";"V";"P";"ACTIVE";
"2268";"1";"10";"H41";"1st & 10 at GT41: MASSEY,Chris rush for 2 yards to the GT39 (Barnes, A.;Walls, L.).";"3";"95";"114";"11,5,114";"V";"R";"ACTIVE";
"2269";"2";"8";"H39";"2nd & 8 at GT39: ELMORE,Lennel rush for loss of 4 yards to the GT43 (Cross, I.).";"3";"95";"115";"11,6,115";"V";"R";"ACTIVE";
